Company Name,Address,Phone,Email,Website
Estate Sales Ontario Auction,"PO Box 555Prescott, ON K0E 1T0",613-246-0571,list@estatesalesontario.ca,https://www.estatesalesontario.ca
Estate Solutions Hawaii,"PO Box 6258Ocean View, HI 96737",808-743-8977,info@estatesolutionshawaii.com,https://estatesolutionshawaii.com
Estate Treasures,"303 County Road 1343Quitman, TX 75783",903-360-3225,Love.sales0917@gmail.com,https://estatetreasures.hibid.com/
"Estate Treasures, LLC","215 Dunham DrWaukee, IA 50263",615-828-7946,estatetreasures2023@gmail.com,https://EstateTreasuresIA.hibid.com
ESTATE-2-LOCATE,"1901 BRIARCREST LNARLINGTON, TX 76012",817-271-1955,estate2locate@gmail.com,https://www.estate2locate.com/
ETX Sales and Consignment,"12980 State HWY 64 E Unit 31Tyler, TX 75707",903-812-0027,ETXSalesandConsignment@gmail.com,https://ETXSales.hibid.com
Eutawville Bargain Warehouse LLC,"418 Porcher Ave.Eutawville, SC 29048",8437185382,eddie29148@gmail.com,https://
Evans Auctions LLC,"240857 E 680 RdCanton, OK 73724",580-886-5073,amy.dawn.pearson@gmail.com,https://evanslandauctions.com
Evansville Estate Emporium,"1732 W Franklin St, Suite AEvansville, IN 47712",812-401-0343,evansvilleauction@yahoo.com,https://www.eeemporium.com
Everything Old Is...,"68074 S. Main StRichmond, MI 48062",586-636-1156,everythingoldrichmond@gmail.com,https://everythingoldis.hibid.com
Exit Realty Bob Lamb Auction Division,"2630 Memorial Blvd.Murfreesboro, TN 37129",615-653-0080,exitrealty@gregorygoff.com,https://exitboblambauctions.com
Exit59 Auctions,"3703 East Main StFredonia, NY 14063",716-203-7844,Exit59auctions@gmail.com,https://Exit59Auctions.hibid.com
"Exploration Realty, LLC","105 S. Main StreetElk City, OK 73644",580-225-3699,stacey@ucexploration.com,https://exploreelkcity.hibid.com
Express Auction Services,"1395 Fels RdQuakertown, PA 18951",4848941766,expressauctionservices@gmail.com,https://www.somersauctioneering.com/
EXR Liquidation,"1330 W Sunset Blvd STE H1Saint George, UT 84770",435-772-4050,exrliquidation@gmail.com,https://EXRLiquidation.hibid.com
EZbarterbid LLC,"271 Windmill CourtPhillipsburg, NJ 08865",610-533-9149,revolutionsportscard@gmail.com,https://estatesportsunlimited.hibid.com
FAC Auctions and Estate Sales,"5151 Nebraska RdFremont, NE 68025",402-720-6957,caleb@outfittersauction.com,https://FACAuctionsandEstateSales.hibid.com
Factor 48,"8020 North Business ParkTucson, AZ 85743",520-453-4848,info@factor48.com,https://www.factor48.com/
Fahnestock Auction,"96 Cherry Dr.Marysville, PA 17053",717-574-0923,admin@fahnestockauction.com,https://FahnestockAuction.hibid.com
"Fair Auction Company, LLC","536 Pantops Ctr #329Charlottesville, VA 22911",703-444-2300,Info@fairauctionco.com,https://fairauctionco.com
Fair Bros LTD,"Box 11Cooking Lake, AB T8E1J2",780-652-2870,fairbrothersauctions@gmail.com,https://fairbrosltd.hibid.com
Fairhill Auction LLC,"227 E Main StElkton, MD 21921",443-222-8240,bid@fairhillauction.com,https://fairhillauction.com/
Family Liquidator,"29190 East Los Angeles AveWellton, AZ 85356",928-257-5815,familyliquidator@gmail.com,https://
Family Nest Estate Solutions of Tampa Bay,"8348 Little Road Suite 308New Port Richey, FL 34654",727-505-3398,pbell@familynestestatestampabay.com,https://FamilyNestEstateSolutionsTampaBay.hibid.com
Famous Nameless Antiques,"70 A Bullsboro DrNewnan, GA 30263",404-514-9432,FamousNameless@outlook.com,https://FamousNamelessAntiques.hibid.com
Fantastic Finds,"15 Henry StDelaware, OH 43015",740-417-6230,fantastiquefinds@gmail.com,https://FantasticFinds.hibid.com
Fantasy Jewelry,"Office 103, First Floor GTC BuildingMuscat, -- 112",+923468889636,fanaticjewelr@gmail.com,https://
Farley's Auction & Realty LLC,"13110 Brush Creek RdRussellville, MO 65074",573-680-9183,jacobsandkemper@yahoo.com,https://columbiaauctionservices.com
"Farm & Home Realty and Auction, Inc.","120 W. Market StreetLeitchfield, KY 42754",270-259-3276,fhrabroker@gmail.com,https://www.fhrealtyandauction.com
Farrell Auction Service LLC.,"26689 Laurel Grove RoadMechanicsville, MD 20659",301-904-3402,Farrellauction@gmail.com,https://farrellauctionservice.com
FashionGlam,"5035 FM 2920 RdSpring, TX 77388",936-500-0192,francesca.boutique@yahoo.com,https://fashionglamsales.com/
"Fast Bid Auction Services, LLC","9104 IL 1Georgetown, IL 61846",317-902-7006,djkizer2000@yahoo.com,https://FastBidAuctionServicesLLC.hibid.com
Fastbid,"515 Brant RdCambridge, ON N1R 5S6",226-600-2820,fastbid72@gmail.com,https://fastbid.ca
"Favaro Auction Service, LLC","FAVARO AUCTION SERVICE, LLCBURLINGTON, WI 53105",2622101058,favaroauctions@gmail.com,https://www.favaroauctionservice.hibid.com
Featherznest,"839 Highway 190 EGrapevine, AR 72057",870-883-1090,featherznest@gmail.com,https://Featherznest.hibid.com
Fenix Auctions,"4414 Sunbelt DriveAddison, TX 75001",469-853-8689,csa@fenix-auctions.com,https://FenixAuctions.hibid.com
Fenton's Collectibles LLC,"3421 W EDGEWOOD STSpringfield, MO 65807",417-207-5031,afenton460@aol.com,https://FentonsCollectibles.net
FERRIS AUCTION & REALTY CO.,"1145 Cty. Hwy. SSChetek, WI 54728",715-790-9090,dferris@ferrisauction-realty.com,https://www.ferrisauction-realty.com
Festival Promotions,"5359 Matheson LaneMyrtle Beach, SC 29577",8432677443,shankmike@yahoo.com,https://
Ficke and Ficke Auctioneers LLC,"budcall@gmail.comLincoln, NE 68583",(402) 432-4040,budcall@gmail.com,https://www.bidawad.com/
Fields Auction Gallery,"6425 YOUNT DRIVESalisbury, NC 28147",704-881-6609,juliefields0617@gmail.com,https://FieldsAuctionGallery.hibid.com
Filson Auction,"13751 Thirteen Mile RoadDenfield, ON N0M1P0",519-666-2009,rcfilson@bell.net,https://www.filsonauction.com
Fin's Finds LLC,"2750 North 9th Streetlafayette, IN 47904",2199647147,mark@finsauctions.com,https://finsfinds.hibid.com/
Final Lap Thrift Shop,"10 Procee CircleBarrie, ON L4M 4Y8",1-705-718-5480,steevemelson@finallapthriftshop.onmicrosoft.com,https://finallap.hibid.com
Fine Georgian Silver Inc,"377 Park Ave SouthNew York, NY 10016",516-272-3984,antique3472@gmail.com,https://FineGeorgianSilver.hibid.com
"Finnegan Software, Inc.","10 Omega SquareBrampton, ON L6Z 1K5",905-840-5533,derek@finnsoft.com,https://FinnSoft.hibid.com
First Arts,"65 George StreetToronto, ON M5A4L8",647-286-5012,info@firstarts.ca,https://firstarts.ca
First Choice Collectibles,"311 Garfield AvenueEndicott, NY 13760",6076442238,firstchoicecollectors@gmail.com,https://
First Class Auctions Inc.,"1179 Bank St. Suite AOttawa, ON K1S-3X7",1-613-853-6000,info@1stclassauctions.ca,https://1stclassauctions.ca/
Fisher Realty and Auction,"215 W McGaughey StDyersburg, TN 38024",731-286-0090,info@fisherrealtyandauction.com,https://fisherrealtyandauction.com
Fitzgerald Auction Services,"142 Elm StreetSomerset, PA 15501",814-233-7200,afitzgerald17@yahoo.com,https://FITZGERALDAUCTIONSERVICES.hibid.com
Fitzpatrick's Auction,"7 Mullaly StreetSt. John's, NL A1B 4M8",709-722-5865,auctioncenter@nfld.net,https://www.fitzpatricksauction.com
Five Star Pawn LLC,"60 N. Main Street 83 2565148Keyser, WV 26726",3-047-907-2871,fivestarpawn@frontier.com,https://fivestarpawn.hibid.com/
Flagship Collectibles,"2627 Coon Club RdWestminster, MD 21157",443-800-3602,flagshipcollectibles@gmail.com,https://FlagshipCollectibles.hibid.com
Flat Mountain Trading Company,"136 N 2ndRaton, NM 87740",575-245-4444,Doug@flatmountaintrading.com,https://FlatMountain.hibid.com
Flatwoods Vintage,"240 E Broadway StNewport, TN 37821",8652300898,flatwoodsvintage@gmail.com,https://
Fleabodys Auction House,"2601 Castle Hayne Rd, Unit BWilmington, NC 28401",9103994010,fbamauction@gmail.com,https://www.fleabodyshop.com
"Flesher Brothers Auctioneering & Real Estate, Inc.","12703 W State Road 32Parker City, IN 47368",765-716-4828,jentry@flesherbrothers.com,https://FlesherBrothers.hibid.com
FlippinHustle,"1212 National HighwayLavale, MD 21502",240-522-2220,Heatherlinn99@hotmail.com,https://FlippinHustle.hibid.com
Flipside Estate & Consignment Concierge LLC,"1026 B Shelby StreetIndianapolis, IN 46203",(317) 840-0478,jesspittman@flipsideestates.com,https://www.flipsideestates.com
Florida Auction Network LLC,"3847 E. Business Hwy 98Panama City, FL 32401",850-896-2343,Auctionchoice@yahoo.com,https://www.flauctionnetwork.com
Florida Auction Solutions,"2638 SE State Road 21, Suite #7Melrose, FL 32666",352-475-0082,floridaauctionsolutions@gmail.com,https://FloridaAuctionSolutions.hibid.com
Florida Estate Sales Inc.,"1500 Apalachee Pkwy #2075Tallahassee, FL 32301",850-303-2727,floridaestatesalesexperts@gmail.com,https://floridaestatesalesexperts.com
"Florida Marine Sales, LLC","1256 UPSALA RDSANFORD, FL 32771",4074287277,floridamarinesales1@gmail.com,https://
Florida State Auctions,"8672 SW Hull AveArcadia, FL 34269",727-773-7829,Akos@StateOfFloridaAuctions.com,https://stateoffloridaauctions.hibid.com
Floyd Auction & Real Estate LLC,"309 N. Main StKingman, KS 67068",620-532-1887,floydsells@live.com,https://FloydSells.hibid.com
Floyd’s Antiques and Estate Sales,"8234 Brickyard RdPowell, TN 37849",865-850-5752,floydsantiques@gmail.com,https://floydsantiquesandestatesales.hibid.com
Floyd's Auction,"2230 Carolina Beach RoadWilmington, NC 28401",910-352-2756,floydsauctions1@gmail.com,https://
Fly-Over Auction Co.,"4319 S National Avenue #113Springfield, MO 65810",417-324-1681,flyoverauction@gmail.com,https://flyoverauction.hibid.com
Ford's Auction,"80257 Reed RdHermiston, OR 97838",541-314-3153,fordsauction@gmail.com,https://FordsAuction.hibid.com
Forget Me Nots,"26254 MEAD RDFEDERALSBURG, MD 21632",4104634756,dafbren@gmail.com,https://
Fortune Auction Gallery,"542 Haggard Street 505Plano, TX 75074",469-345-6392,info@fortuneauctiongallery.com,https://fortuneauctiongallery.com
Found The Original,"N Tenaya WayLas Vegas, NV 89129",702-807-6494,foundtheoriginal@yahoo.com,https://FOUNDTHEORIGINAL.hibid.com
Found Treasures,"1135 FM 339Mount Calm, TX 76673",903-539-9618,foundtreasurestx@yahoo.com,https://foundtreasures.hibid.com
Foundation Realty,"210 N. 4th Street Suite BManhattan, KS 66502",7854589259,morgan@foundationks.com,https://www.foundationks.com
Fountain City Auction,"4109 Central Avenue PikeKnoxville, TN 37912",865-604-3468,fountaincityauction@yahoo.com,https://www.fountaincityauction.com
Four Seasons Auction Gallery LLC,"4316 Mundy Mill RoadOakwood, GA 30566",6786968757,charles@aardvark-antiques.com,https://fsagallery.com/
Four Star Ranch,"526 Daniels RdVaughan, MS 39179",601-405-6835,yazoomelissa@yahoo.com,https://FourStarRanch.hibid.com
Fouss Auction & Appraisal LLC,"PO Box 5011Vienna, WV 26105",304-483-5528,foussauction@gmail.com,https://Foussauction.com
Fowler Auctioneers Inc.,"270 HWY. 70 WestGlenwood, AR 71943",870-356-4848,nick@fowlerauctioneers.com,https://www.fowlerauctioneers.com
Fox Auction Company,"910 North Washington AveMason City, IA 50401",641-420-5721,julie@foxauctioncompany.com,https://foxauctioncompany.com
Fraise Auction & Real Estate,"2311 Avenue L, Ste 1Fort Madison, IA 52627",319-367-5744,Cfraise@mchsi.com,https://www.fraiseauction.com
Frank Hall Estate Sales Ltd,"201, 5240 1A Street SECalgary, AB T2H 1J1",587-351-6878,info@frankhallea.com,https://www.frankhallea.com
Frank McInenly Auctions Ltd,"Box 839Vulcan, AB T0L 2B0",(403) 485-2440,stacey@mcinenly.com,https://mcinenly.com/
Franklin Home Furnishings & Auctions,"Commerce DriveWhiteland, IN 46184",812-447-2826,brcampbell@yahoo.com,https://FranklinAuctions.hibid.com
Freddie Morton Real Estate and Auction Co.,"113 CREEK TRLCOLUMBIA, TN 38401",9313343110,freddiemorton@yahoo.com,https://www.FreddieMorton.com
Freedom Auction Company,"1601 Desoto RdSarasota, FL 34234",941-725-2166,info@freedomauctions.com,https://freedomauctions.com
Freedom Auctions,"13859 Diplomat Drive Suite 150Farmers Branch, TX 75234",972-544-6394,freedomauctionsteam@gmail.com,https://bidfreedomauctions.hibid.com
Freedom Challenge Coins. LLC,"13892 Ambria DrMcCordsville, IN 46055",317-771-8942,allarmysurplus@gmail.com,https://FreedomChallengeCoins.hibid.com
Freeman Yoder Auctions,"199 Tipple RdPunxsutawney, PA 15767",814-427-6113,freeman_yoder_auctions@yahoo.com,https://freemanyoderauctions.hibid.com
"Fresbid, Inc.","377 E. Shaw Ave.Fresno, CA 93710",559-775-1700,Acbarthold@gmail.com,https://fresbid.com/
Frey & Sons,"PO Box 7Archbold, OH 43502",419-445-3739,mark@freyandsons.net,https://www.freyandsons.com/
Fritch Enterprises LLC,"4630 Easton Dr. Suite 5Bakersfield, CA 93309",661-374-8415,liquidation@fritchenterprises.com,https://FritchEnterprises.hibid.com
Frontier Petroliana Sales,"RR3 Grp325 Box5Brandon, MB R7A5Y3",204-720-3907,ken-julie-lewis@hotmail.ca,https://frontierpetroliana.hibid.com
FULL SERVICE AUCTIONS,"11 SKYLINE DRRochester, NH 03867",603-507-4668,SHANIPELLETIER@OUTLOOK.COM,https://FULLSERVICEAUCTIONSLLC.COM
Fulsom Auctions,"1250 concession 4Fisherville, ON N0A1G0",9057793031,fulsomauctions@gmail.com,https://fulsomauctions.com
Fun Finds by Hartwell LLC,"21 N 11th StreetHamilton, IL 62341",217-440-8733,funfindsbb@gmail.com,https://FunFinds.hibid.com
Funky Junk Auctions,"53 Jamieson Drive Unit 4Oro-Medonte, ON L3V 0H8",705-305-3990,twistedmindsalike@gmail.com,https://funkyjunkauctions.com
Fuquay Auction Company,"105 S Main StFuquay-Varina, NC 27526",919-427-9509,fuquayauctioncompany@gmail.com,https://FUQUAYAUCTIONCOMPANY.hibid.com
Fur & Bers Auction,"105 Artillery RoadWinchester, VA 22602",540-664-0258,bigford89wiley@aol.com,https://FurAndBersAuction.hibid.com
Furlo Auction Service,"490 E. Brooks Rd.Midland,, MI 48640",989-835-1581,mike@furloauction.com,https://www.furloauction.com
Furrow Auction Company,"10319 Cogdill RdKnoxville, TN 37932",865-546-3206,marianne@furrow.com,https://www.furrow.com
FYS Auctions and Liquidation,"291 Route 13Crapaud, PE C0A1J0",902-303-4901,fysauctions@gmail.com,https://fysauctionsandliquidation.hibid.com
"G Bar Auctions, LLC","112 Meckes DrKUNKLETOWN, PA 18058",570-527-2737,gbar.auctions@gmail.com,https://GBarAuctionsLLC.hibid.com
Gabby's Auctions,"4177 Hwy 115Orono, ON L0B1M0",905-626-3059,gabbysauctions18@gmail.com,https://GabbysAuctions.hibid.com
Gadget Corner,"1649 Belfield StIndianapolis, IN 46217",317-374-5869,gadcordave@gmail.com,https://gadgetcorner.hibid.com
Gallery 15,"260 Lombard StreetSmiths Falls, ON K7A4T6",613-283-1020,gallery15online@gmail.com,https://www.gallery-15.ca
Gallery 33,"PO BOX 5354Lakeland, FL 33807",863-255-8889,bigbigbigtiger@aol.com,https://LakelandAntiqueBazaar.hibid.com
Gallery 64,"4535 HWY 264 WWashington, NC 27889",252-944-6547,arnoldibx@gmail.com,https://Gallery64.hibid.com
Gallery One Auctions,"1216 South Frazier StreetConroe, TX 77301",832-880-8801,galleryoneinvoicing@gmail.com,https://galleryoneestatesales.com
Gardner Auction,"PO Box 958     200 United driveKalispell, MT 59903",406-752-7682,sellit@gardnerauction.com,https://www.gardnerauction.com
Gardner Auctions Incorporated,"1801 Dundas StreetLondon, ON N5W 3E6",519-680-2929,dundas@gardnerauctions.com,https://www.gardnerauctions.com
Gardner's Auction Service,"4810 Hwy 93 SMissoula, MT 59804",406-251-2221,gardnersauction@gmail.com,https://www.gardnersauction.com
Garnavillo Auction,"105 Main StreetGarnavillo, IA 52049",563-964-9200,Garnavilloauction@gmail.com,https://garnavilloauction.com/
GARNER & ASSOC. AUCTIONEERS,"PO Box 1048Bartow, FL 33831",863-533-5100,garnerauctioneer@AOL.COM,https://www.garnerauctions.com
Garnet Gazelle,"1321 Upland Dr PMB 16334Houston, TX 77043",854-429-3553,support@garnetgazelle.com,https://garnetgazelle.com
Garrett & Garrett Auction Company,"151 Eglin Parkway S EFort Walton Beach, FL 32548",850-244-7453,InfoAtGarrettsAuction@gccoxmail.com,https://garrettandgarrettauctioncompany.com/
Garrison Estate Specialists LLC,"2675 N Decatur BlvdLas Vegas, NV 89108",702-605-3055,info@estatesnv.com,https://EstatesNV.hibid.com
Garry Bartlett Auctions,"2808 Hwy 3Jarvis, ON N0A 1J0",519-587-4846,garrybartlett4846@gmail.com,https://GarryBartlettAuctions.hibid.com
Gary Hill Auctions,"55 Heath CrescentPort Perry, ON L9L 1K9",9059856719,garyhauctions@sympatico.ca,https://garyhillauctions.ca
"Gary's Towing & Salvage Pool, Inc.","5131 E Drexel RoadTucson, AZ 85706",520-574-9161,garystowing1234@gmail.com,https://www.garystowingarizona.com
Gaston Auctions LLC,"4375 Clay DriveCaddo Mills, TX 75135",214-952-9210,gastonauction@yahoo.com,https://www.gastonauctions.com
Gateway Auction Services Ltd.,"P.O. Box 63Patricia, AB T0J 2K0",403-378-4664,gwacountry@gmail.com,https://www.gwacountry.com
Gateway Auctions,"20777 Shady Grove RdSiloam Springs, AR 72761",479-238-3071,gatewayauctionsar@gmail.com,https://GatewayAuctions.hibid.com
Gateway Gallery Auction,"643 Kriner RoadChambersburg, PA 17202",717-263-6512,bid@gatewayauction.com,https://gatewayauction.com
Gathman Auction Co inc,"Havana, ILHavana, IL 62644",309-696-4312,gathmanauctionco@gmail.com,https://www.gathmanauction.com
Gaule Auction Company,"5033 Gaule RdSpringfield, IL 62712",217-523-7272,gauleauctions@gmail.com,https://lukeleegaule.com
"Gavel Drop Auction, LLC","635 Turney RdAuburntown, TN 37012",615-556-8482,gaveldropauction@gmail.com,https://Gaveldropauctionllc.hibid.com
Gavel Pro Real Estate and Auction,"353 Washington College Station RdLimestone, TN 37681",423-900-1975,amanda@gavelproauctions.com,https://www.gavelproauctions.com
Gavel Time Auction LLC,"1839 Montague RoadClover, SC 29710",803-389-9922,Gaveltime@yahoo.com,https://gaveltimeauction.hibid.com
Gavin Bros. Auctioneers LLC.,"PO Box 267; 296 E. Main StReedsburg, WI 53959",608-524-6416,jim@gavinbros.com,https://www.gavinbros.com
Gehman Auctions,"564 N Reading RdEphrata, PA 17522",(717)863-9339,sgehman23@gmail.com,https://gehmanauctions.hibid.com/
Gem State Surplus,"3753 W 5th Ave Unit 3APost Falls, ID 83854",208-777-7774,gemstatesurplus@gmail.com,https://gemstatesurplus.hibid.com
Gem-Mint Auctions,"5100 S Old State Road 67 SouthMuncie, IN 47302",765-730-3628,byrdmuncie@aol.com,https://GemMintAuctions.hibid.com
Gene Steiner Management,"2265 S. State Route 741Lebanon, OH 45036",513-616-4086,steinerauction@gmail.com,https://
General Liquidation LLC,"1257 A Rand RdDes Plaines, IL 60016",773-513-9696,Mohamed@generaliquidation.com,https://GeneralLiquidationLLC.hibid.com
"General Wholesale, Inc.","35220 Gratiot AvenueClinton Twp, MI 48035",248-721-4158,auctions@generalws.com,https://www.generalws.com/
Generational Sales and Auctions,"123 Auction Sites VaryBountiful, UT 84010",702-378-9860,Info@generationalsales.com,https://GenerationalSales.com
Gentle Transfer LLC,"1138 Camden Ave SWCanton, OH 44706",330-330-7730,gentletransfer84@gmail.com,https://GentleTransfer.hibid.com
George Auction Group,"241 N St Francis StPoseyville, IN 47633",(812) 431-3501,zack@georgeauctiongroup.com,https://georgeauctiongroup.com
